prize,security_code,manual_code
0,T00012400100000030880631654977,0631654977
0,T00012400100000030897249043709,7249043709
10,T00012400100000030902038682336,2038682336
0,T00012400100000030916415944505,6415944505
0,T00012400100000030923176883029,3176883029
0,T00012400100000030937678546046,7678546046
0,T00012400100000030948960570038,8960570038
10,T00012400100000030950077076635,0077076635
0,T00012400100000030967640876702,7640876702
0,T00012400100000030971052531784,1052531784
0,T00012400100000030983058512877,3058512877
0,T00012400100000030997482423115,7482423115
10,T00012400100000031007241196284,7241196284
0,T00012400100000040019742588364,9742588364
20,T00012400100000040022628019590,2628019590
0,T00012400100000040037004371908,7004371908
0,T00012400100000040043174334742,3174334742
0,T00012400100000040056018735216,6018735216
0,T00012400100000040067002683753,7002683753
0,T00012400100000040079694822899,9694822899
10,T00012400100000040089524780795,9524780795
0,T00012400100000040092200804069,2200804069
0,T00012400100000040109796123032,9796123032
0,T00012400100000040111881254377,1881254377
0,T00012400100000040125574386623,5574386623
0,T00012400100000040139802132401,9802132401
20,T00012400100000040148010485815,8010485815
0,T00012400100000040151549256416,1549256416
100,T00012400100000040166122823996,6122823996
0,T00012400100000040172152427506,2152427506
0,T00012400100000040188453222306,8453222306
0,T00012400100000040199269143879,9269143879
0,T00012400100000040209328109002,9328109002
0,T00012400100000040210277790481,0277790481
0,T00012400100000040228412502936,8412502936
10,T00012400100000040234463020259,4463020259
0,T00012400100000040247677069788,7677069788
0,T00012400100000040255820024671,5820024671
0,T00012400100000040260688983537,0688983537
0,T00012400100000040278499092972,8499092972
0,T00012400100000040288501891576,8501891576
10,T00012400100000040291277616005,1277616005
0,T00012400100000040305202281645,5202281645
10,T00012400100000040311176022530,1176022530
0,T00012400100000040326145168780,6145168780
0,T00012400100000040338659728264,8659728264
0,T00012400100000040346031212288,6031212288
0,T00012400100000040359189004417,9189004417
0,T00012400100000040363606034415,3606034415
0,T00012400100000040371713372030,1713372030
10,T00012400100000040382547163997,2547163997
0,T00012400100000040398477062634,8477062634
0,T00012400100000040404669023954,4669023954
0,T00012400100000040415189587310,5189587310
10,T00012400100000040421561824918,1561824918
0,T00012400100000040431587164043,1587164043
0,T00012400100000040441010473329,1010473329
0,T00012400100000040453016441948,3016441948
0,T00012400100000040464603556181,4603556181
0,T00012400100000040476792258177,6792258177
50,T00012400100000040489262841495,9262841495
0,T00012400100000040494926803090,4926803090
0,T00012400100000040502858029058,2858029058
0,T00012400100000040519007476358,9007476358
0,T00012400100000040523054145017,3054145017
10,T00012400100000040538051033708,8051033708
0,T00012400100000040541105681466,1105681466
0,T00012400100000040559544935687,9544935687
0,T00012400100000040563879056278,3879056278
20,T00012400100000040579744758213,9744758213
0,T00012400100000040585624171187,5624171187
0,T00012400100000040593127606246,3127606246
0,T00012400100000040600702293782,0702293782
20,T00012400100000040610673840374,0673840374
0,T00012400100000040626563575404,6563575404
0,T00012400100000040638074919942,8074919942
0,T00012400100000040646064434801,6064434801
0,T00012400100000040659016182948,9016182948
0,T00012400100000040661010429295,1010429295
20,T00012400100000040670913013299,0913013299
0,T00012400100000040688786806423,8786806423
0,T00012400100000040694746847090,4746847090
0,T00012400100000040707077082222,7077082222
0,T00012400100000040713563132475,3563132475
0,T00012400100000040724134144802,4134144802
0,T00012400100000040732665315540,2665315540
10,T00012400100000040745801831173,5801831173
0,T00012400100000040750208628683,0208628683
0,T00012400100000040761598342434,1598342434
10,T00012400100000040770188142644,0188142644
0,T00012400100000040785782933434,5782933434
0,T00012400100000040790868136082,0868136082
0,T00012400100000040801422520097,1422520097
0,T00012400100000040817705355652,7705355652
10,T00012400100000040820887073946,0887073946
0,T00012400100000040833928932909,3928932909
0,T00012400100000040846937660501,6937660501
0,T00012400100000040857142510596,7142510596
0,T00012400100000040866979791721,6979791721
0,T00012400100000040877053329291,7053329291
0,T00012400100000040883855101897,3855101897
0,T00012400100000040899487624874,9487624874
20,T00012400100000040903766270711,3766270711
10,T00012400100000040913470714856,3470714856
0,T00012400100000040922401571055,2401571055
0,T00012400100000040934161820261,4161820261
0,T00012400100000040947616383726,7616383726
0,T00012400100000040953694160452,3694160452
0,T00012400100000040961608150463,1608150463
200,T00012400100000040975840168837,5840168837
0,T00012400100000040982084987659,2084987659
10,T00012400100000040994946845979,4946845979
0,T00012400100000041008522715048,8522715048
0,T00012400100000050016950085845,6950085845
0,T00012400100000050027068482197,7068482197
0,T00012400100000050031082691141,1082691141
0,T00012400100000050046974145091,6974145091
20,T00012400100000050057328711810,7328711810
0,T00012400100000050064540820061,4540820061
0,T00012400100000050075770933132,5770933132
20,T00012400100000050089296789438,9296789438
0,T00012400100000050093318339065,3318339065
0,T00012400100000050108327516455,8327516455
0,T00012400100000050111997378447,1997378447
10,T00012400100000050125727703610,5727703610
0,T00012400100000050130769365925,0769365925
0,T00012400100000050144368019463,4368019463
0,T00012400100000050158993337393,8993337393
0,T00012400100000050163295413746,3295413746
0,T00012400100000050170690341330,0690341330
0,T00012400100000050188791885822,8791885822
10,T00012400100000050192215027720,2215027720
0,T00012400100000050208023197613,8023197613
0,T00012400100000050212420741286,2420741286
0,T00012400100000050221574085088,1574085088
0,T00012400100000050237788112748,7788112748
100,T00012400100000050249192783172,9192783172
0,T00012400100000050256700890748,6700890748
0,T00012400100000050264381428923,4381428923
0,T00012400100000050272039455034,2039455034
0,T00012400100000050280853899147,0853899147
0,T00012400100000050296760532357,6760532357
10,T00012400100000050303690777664,3690777664
0,T00012400100000050314699949437,4699949437
0,T00012400100000050328722472994,8722472994
0,T00012400100000050337735578608,7735578608
10,T00012400100000050340454183110,0454183110
0,T00012400100000050353518643976,3518643976
0,T00012400100000050369155149955,9155149955
0,T00012400100000050378127369134,8127369134
20,T00012400100000050386424806039,6424806039
0,T00012400100000050397822002985,7822002985
0,T00012400100000050405522542112,5522542112
0,T00012400100000050413217321537,3217321537
0,T00012400100000050427471840487,7471840487
0,T00012400100000050439594166930,9594166930
0,T00012400100000050448468330683,8468330683
10,T00012400100000050454598043053,4598043053
50,T00012400100000050463538656281,3538656281
0,T00012400100000050476831148551,6831148551
0,T00012400100000050483709672183,3709672183
0,T00012400100000050491895665766,1895665766
0,T00012400100000050503468170386,3468170386
0,T00012400100000050516337348893,6337348893
0,T00012400100000050526975330535,6975330535
20,T00012400100000050538369569833,8369569833
0,T00012400100000050548567005793,8567005793
0,T00012400100000050556643870587,6643870587
0,T00012400100000050569428051096,9428051096
10,T00012400100000050576483273981,6483273981
0,T00012400100000050586715733772,6715733772
0,T00012400100000050597292715859,7292715859
0,T00012400100000050605857895779,5857895779
10,T00012400100000050615464237580,5464237580
0,T00012400100000050627494330737,7494330737
0,T00012400100000050634968486150,4968486150
0,T00012400100000050644633401398,4633401398
0,T00012400100000050656678184434,6678184434
0,T00012400100000050665608995274,5608995274
0,T00012400100000050673413296157,3413296157
0,T00012400100000050688352828590,8352828590
0,T00012400100000050697516287680,7516287680
20,T00012400100000050700818831763,0818831763
0,T00012400100000050719268310297,9268310297
0,T00012400100000050720298773589,0298773589
10,T00012400100000050735174837343,5174837343
0,T00012400100000050745943232209,5943232209
0,T00012400100000050753892665640,3892665640
0,T00012400100000050765601085077,5601085077
0,T00012400100000050776118041730,6118041730
0,T00012400100000050782531555869,2531555869
0,T00012400100000050795288458539,5288458539
10,T00012400100000050800199495708,0199495708
0,T00012400100000050817729706507,7729706507
10,T00012400100000050820030031729,0030031729
0,T00012400100000050833571635183,3571635183
0,T00012400100000050840568942569,0568942569
0,T00012400100000050851309610035,1309610035
0,T00012400100000050861459399090,1459399090
0,T00012400100000050876574958556,6574958556
0,T00012400100000050882156908575,2156908575
10,T00012400100000050898302797303,8302797303
0,T00012400100000050904968840010,4968840010
0,T00012400100000050913941292326,3941292326
10,T00012400100000050927421923604,7421923604
0,T00012400100000050930336915135,0336915135
0,T00012400100000050946747739644,6747739644
0,T00012400100000050954018540603,4018540603
20,T00012400100000050969205078387,9205078387
0,T00012400100000050970821340385,0821340385
0,T00012400100000050987165690331,7165690331
0,T00012400100000050997269924964,7269924964
0,T00012400100000051007196580599,7196580599
200,T00012400100000060018434358029,8434358029
10,T00012400100000060020438708308,0438708308
0,T00012400100000060031871280948,1871280948
0,T00012400100000060043346658153,3346658153
0,T00012400100000060053311257867,3311257867
0,T00012400100000060064704508834,4704508834
0,T00012400100000060070387866175,0387866175
0,T00012400100000060085970008687,5970008687
0,T00012400100000060097356959725,7356959725
20,T00012400100000060108434068543,8434068543
0,T00012400100000060112767727744,2767727744
0,T00012400100000060120144310231,0144310231
0,T00012400100000060132392319992,2392319992
0,T00012400100000060145481893389,5481893389
10,T00012400100000060156557789655,6557789655
10,T00012400100000060168601380639,8601380639
0,T00012400100000060171195944529,1195944529
0,T00012400100000060184039401796,4039401796
0,T00012400100000060195799352141,5799352141
0,T00012400100000060201135583341,1135583341
20,T00012400100000060215392128597,5392128597
0,T00012400100000060223898236860,3898236860
0,T00012400100000060236157767405,6157767405
0,T00012400100000060246854037012,6854037012
0,T00012400100000060252516272384,2516272384
0,T00012400100000060262764879747,2764879747
0,T00012400100000060273959987776,3959987776
0,T00012400100000060283136188881,3136188881
10,T00012400100000060293494668895,3494668895
0,T00012400100000060304144642545,4144642545
0,T00012400100000060317338798346,7338798346
0,T00012400100000060321057714321,1057714321
10,T00012400100000060332586379283,2586379283
0,T00012400100000060349607495455,9607495455
0,T00012400100000060358189380510,8189380510
0,T00012400100000060362013382189,2013382189
0,T00012400100000060374922690726,4922690726
10,T00012400100000060387062921984,7062921984
0,T00012400100000060397642758407,7642758407
0,T00012400100000060404947485444,4947485444
0,T00012400100000060416024550040,6024550040
0,T00012400100000060427497067534,7497067534
20,T00012400100000060436859561566,6859561566
0,T00012400100000060446561118566,6561118566
0,T00012400100000060454359181551,4359181551
0,T00012400100000060469050725107,9050725107
0,T00012400100000060477374707914,7374707914
10,T00012400100000060488130798821,8130798821
0,T00012400100000060494256585955,4256585955
0,T00012400100000060508910320932,8910320932
0,T00012400100000060517630242356,7630242356
0,T00012400100000060524364176627,4364176627
0,T00012400100000060531034559447,1034559447
10,T00012400100000060544754927366,4754927366
0,T00012400100000060554484117756,4484117756
0,T00012400100000060567006475938,7006475938
0,T00012400100000060577543603241,7543603241
20,T00012400100000060587240558166,7240558166
0,T00012400100000060595387391564,5387391564
0,T00012400100000060605821311705,5821311705
0,T00012400100000060614508338985,4508338985
0,T00012400100000060627397066600,7397066600
0,T00012400100000060637120599821,7120599821
10,T00012400100000060646135397521,6135397521
0,T00012400100000060656803995288,6803995288
20,T00012400100000060664331387747,4331387747
0,T00012400100000060672083465579,2083465579
0,T00012400100000060684881555986,4881555986
0,T00012400100000060699943629406,9943629406
0,T00012400100000060705017610318,5017610318
0,T00012400100000060717805044861,7805044861
0,T00012400100000060724703970919,4703970919
0,T00012400100000060735135023485,5135023485
0,T00012400100000060741189623414,1189623414
20,T00012400100000060754918902956,4918902956
0,T00012400100000060761757843725,1757843725
0,T00012400100000060774242225703,4242225703
0,T00012400100000060781193277784,1193277784
0,T00012400100000060796895629036,6895629036
10,T00012400100000060806998869795,6998869795
10,T00012400100000060817384525456,7384525456
0,T00012400100000060829111604653,9111604653
0,T00012400100000060833088812605,3088812605
0,T00012400100000060845478202849,5478202849
0,T00012400100000060853862487209,3862487209
50,T00012400100000060865022484160,5022484160
0,T00012400100000060878202784344,8202784344
0,T00012400100000060885999238700,5999238700
0,T00012400100000060893958023867,3958023867
0,T00012400100000060908690836735,8690836735
0,T00012400100000060916034386145,6034386145
100,T00012400100000060921181880877,1181880877
0,T00012400100000060936538109195,6538109195
0,T00012400100000060942129038895,2129038895
0,T00012400100000060955098246015,5098246015
0,T00012400100000060965150160724,5150160724
0,T00012400100000060974759728327,4759728327
10,T00012400100000060988699127908,8699127908
0,T00012400100000060996394586945,6394586945
0,T00012400100000061003981124417,3981124417
0,T00012400100000070011168390266,1168390266
0,T00012400100000070024193973223,4193973223
0,T00012400100000070039679731069,9679731069
0,T00012400100000070043535609504,3535609504
10,T00012400100000070050748266314,0748266314
0,T00012400100000070064638807813,4638807813
0,T00012400100000070073400267562,3400267562
10,T00012400100000070086157764378,6157764378
0,T00012400100000070098339711954,8339711954
0,T00012400100000070108268748618,8268748618
0,T00012400100000070111755861215,1755861215
0,T00012400100000070122460088823,2460088823
10,T00012400100000070133621414427,3621414427
0,T00012400100000070144667162802,4667162802
0,T00012400100000070154941247457,4941247457
0,T00012400100000070161422576625,1422576625
10,T00012400100000070175141705918,5141705918
0,T00012400100000070182921461199,2921461199
0,T00012400100000070199177878547,9177878547
0,T00012400100000070201412219579,1412219579
0,T00012400100000070218904384034,8904384034
0,T00012400100000070229961278537,9961278537
0,T00012400100000070235715055313,5715055313
0,T00012400100000070247056159134,7056159134
20,T00012400100000070256152208137,6152208137
100,T00012400100000070269255017991,9255017991
0,T00012400100000070270962605896,0962605896
0,T00012400100000070285100764991,5100764991
0,T00012400100000070299009401653,9009401653
0,T00012400100000070303081230870,3081230870
0,T00012400100000070313328641060,3328641060
20,T00012400100000070320741659029,0741659029
0,T00012400100000070332982229730,2982229730
0,T00012400100000070340872854992,0872854992
0,T00012400100000070352034323832,2034323832
10,T00012400100000070369819644180,9819644180
0,T00012400100000070372180180521,2180180521
0,T00012400100000070389661141166,9661141166
0,T00012400100000070394440973492,4440973492
0,T00012400100000070407460763176,7460763176
0,T00012400100000070413488337312,3488337312
0,T00012400100000070428334937812,8334937812
0,T00012400100000070436051263982,6051263982
0,T00012400100000070448513109104,8513109104
10,T00012400100000070457574141710,7574141710
0,T00012400100000070461096475655,1096475655
0,T00012400100000070472618172389,2618172389
0,T00012400100000070481997773872,1997773872
0,T00012400100000070499574343906,9574343906
20,T00012400100000070505101540430,5101540430
0,T00012400100000070514230690877,4230690877
0,T00012400100000070520510296972,0510296972
0,T00012400100000070533976450209,3976450209
0,T00012400100000070543467966850,3467966850
10,T00012400100000070554591497002,4591497002
0,T00012400100000070566907453603,6907453603
0,T00012400100000070574121286025,4121286025
20,T00012400100000070582196346610,2196346610
0,T00012400100000070597783176592,7783176592
0,T00012400100000070608112615864,8112615864
0,T00012400100000070619511228414,9511228414
0,T00012400100000070620619663025,0619663025
0,T00012400100000070632157707872,2157707872
10,T00012400100000070642037592880,2037592880
0,T00012400100000070651157010673,1157010673
10,T00012400100000070666075979033,6075979033
0,T00012400100000070675367628309,5367628309
0,T00012400100000070683736323142,3736323142
0,T00012400100000070697776434652,7776434652
0,T00012400100000070701768623824,1768623824
0,T00012400100000070717114045029,7114045029
0,T00012400100000070721678065126,1678065126
10,T00012400100000070739679100625,9679100625
0,T00012400100000070742419773236,2419773236
0,T00012400100000070753293243535,3293243535
0,T00012400100000070762686185962,2686185962
0,T00012400100000070778912103588,8912103588
0,T00012400100000070780125675514,0125675514
0,T00012400100000070790792904546,0792904546
20,T00012400100000070807806604209,7806604209
0,T00012400100000070818605869178,8605869178
0,T00012400100000070823758210324,3758210324
50,T00012400100000070838866139580,8866139580
0,T00012400100000070848266312391,8266312391
0,T00012400100000070856994553870,6994553870
0,T00012400100000070861226792403,1226792403
10,T00012400100000070873356603995,3356603995
0,T00012400100000070881412865291,1412865291
0,T00012400100000070897171285364,7171285364
0,T00012400100000070906341722891,6341722891
0,T00012400100000070910961092035,0961092035
0,T00012400100000070923064127836,3064127836
10,T00012400100000070933260171211,3260171211
0,T00012400100000070943325710731,3325710731
0,T00012400100000070957753134448,7753134448
20,T00012400100000070969920801213,9920801213
0,T00012400100000070974006307062,4006307062
0,T00012400100000070982601881430,2601881430
0,T00012400100000070991608068383,1608068383
0,T00012400100000071005544698518,5544698518
0,T00012400100000080019721849557,9721849557
0,T00012400100000080027315258745,7315258745
10,T00012400100000080035770462375,5770462375
0,T00012400100000080043209726652,3209726652
0,T00012400100000080056980889357,6980889357
0,T00012400100000080068286264452,8286264452
20,T00012400100000080077728295945,7728295945
0,T00012400100000080085245461465,5245461465
0,T00012400100000080090809606109,0809606109
0,T00012400100000080101034959553,1034959553
20,T00012400100000080114522430274,4522430274
0,T00012400100000080124333068331,4333068331
0,T00012400100000080130060820035,0060820035
0,T00012400100000080140581003408,0581003408
0,T00012400100000080151882766347,1882766347
0,T00012400100000080167272161700,7272161700
0,T00012400100000080171439407023,1439407023
10,T00012400100000080187661424232,7661424232
0,T00012400100000080192930482531,2930482531
0,T00012400100000080205147786634,5147786634
0,T00012400100000080217927567594,7927567594
10,T00012400100000080221093203579,1093203579
0,T00012400100000080233553037891,3553037891
0,T00012400100000080246101116117,6101116117
0,T00012400100000080252162790549,2162790549
0,T00012400100000080269474951978,9474951978
0,T00012400100000080273905613393,3905613393
0,T00012400100000080285802783410,5802783410
0,T00012400100000080292323070482,2323070482
10,T00012400100000080306194786100,6194786100
0,T00012400100000080318797541089,8797541089
0,T00012400100000080323981666736,3981666736
50,T00012400100000080335001250024,5001250024
0,T00012400100000080347967362179,7967362179
0,T00012400100000080354861320801,4861320801
